locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOBIDPDJ_01536	CDS	1095				hypothetical protein
HOBIDPDJ_01537	CDS	411				hypothetical protein
HOBIDPDJ_01538	CDS	672				hypothetical protein
HOBIDPDJ_01539	CDS	438	uspG_1		COG0589	Universal stress protein UP12
HOBIDPDJ_01540	CDS	339				hypothetical protein
HOBIDPDJ_01541	CDS	429	uspG_2		COG0589	Universal stress protein UP12
HOBIDPDJ_01542	CDS	891	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
HOBIDPDJ_01543	CDS	222				hypothetical protein
HOBIDPDJ_01544	CDS	363				hypothetical protein
HOBIDPDJ_01545	CDS	978	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
HOBIDPDJ_01546	CDS	465				hypothetical protein
HOBIDPDJ_01547	CDS	1278	codA	3.5.4.1	COG0402	Cytosine deaminase
HOBIDPDJ_01548	CDS	1251	codB		COG1457	Cytosine permease
HOBIDPDJ_01549	CDS	1668	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
HOBIDPDJ_01550	CDS	1476	betB	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
HOBIDPDJ_01551	CDS	603	betI_3		COG1309	HTH-type transcriptional regulator BetI
HOBIDPDJ_01552	CDS	2043	betT		COG1292	High-affinity choline transport protein
HOBIDPDJ_01553	CDS	1158	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
HOBIDPDJ_01554	CDS	558	sfmF			putative fimbrial-like protein SfmF
HOBIDPDJ_01555	CDS	996				hypothetical protein
HOBIDPDJ_01556	CDS	2604	sfmD		COG3188	Outer membrane usher protein SfmD
HOBIDPDJ_01557	CDS	693	sfmC_2			putative fimbrial chaperone SfmC
HOBIDPDJ_01558	CDS	543	fimA_2			Type-1 fimbrial protein, A chain
HOBIDPDJ_01559	CDS	561	fimA_3			Type-1 fimbrial protein, A chain
HOBIDPDJ_01560	CDS	231				hypothetical protein
HOBIDPDJ_01561	CDS	1008	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HOBIDPDJ_01562	CDS	987	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
HOBIDPDJ_01563	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
HOBIDPDJ_01564	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
HOBIDPDJ_01565	CDS	1638	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
HOBIDPDJ_01566	CDS	1641	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
HOBIDPDJ_01567	CDS	1383	cysG_2		COG0007	Siroheme synthase
HOBIDPDJ_01568	CDS	333	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
HOBIDPDJ_01569	CDS	2547	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
HOBIDPDJ_01570	CDS	1572	ddpA		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
HOBIDPDJ_01571	CDS	1041	dppB_1		COG0601	Dipeptide transport system permease protein DppB
HOBIDPDJ_01572	CDS	831	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
HOBIDPDJ_01573	CDS	837	dppD_1		COG0444	Dipeptide transport ATP-binding protein DppD
HOBIDPDJ_01574	CDS	714	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
HOBIDPDJ_01575	CDS	645				hypothetical protein
HOBIDPDJ_01576	CDS	2664	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
HOBIDPDJ_01577	CDS	597	tdk	2.7.1.21		Thymidine kinase
HOBIDPDJ_01578	CDS	405	hns			DNA-binding protein H-NS
HOBIDPDJ_01579	CDS	1008	wbgU_2	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
HOBIDPDJ_01580	CDS	906	galU_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
HOBIDPDJ_01581	CDS	1020	rssB_1		COG0784	Regulator of RpoS
HOBIDPDJ_01582	CDS	492				hypothetical protein
HOBIDPDJ_01583	CDS	849	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
HOBIDPDJ_01584	tRNA	85				tRNA-Tyr(gta)
HOBIDPDJ_01585	CDS	864				hypothetical protein
HOBIDPDJ_01586	CDS	807	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
HOBIDPDJ_01587	CDS	1968	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
HOBIDPDJ_01588	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
HOBIDPDJ_01589	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
HOBIDPDJ_01590	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
HOBIDPDJ_01591	CDS	1023	ansA	3.5.1.1	COG0252	L-asparaginase 1
HOBIDPDJ_01592	CDS	642	pncA	3.5.1.19	COG1335	Nicotinamidase
HOBIDPDJ_01593	CDS	282				hypothetical protein
HOBIDPDJ_01594	CDS	438	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
HOBIDPDJ_01595	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
HOBIDPDJ_01596	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
HOBIDPDJ_01597	CDS	753	mipA		COG3713	MltA-interacting protein
HOBIDPDJ_01598	CDS	2301	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
HOBIDPDJ_01599	CDS	1113	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
HOBIDPDJ_01600	CDS	1305	dadA_1	1.4.99.-	COG0665	D-amino acid dehydrogenase
HOBIDPDJ_01601	CDS	720	fadR		COG2186	Fatty acid metabolism regulator protein
HOBIDPDJ_01602	CDS	1545	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
HOBIDPDJ_01603	CDS	525	dsbB		COG1495	Disulfide bond formation protein B
HOBIDPDJ_01604	CDS	306				hypothetical protein
HOBIDPDJ_01605	CDS	333	emrE_2		COG2076	Multidrug transporter EmrE
HOBIDPDJ_01606	CDS	1227	sotB		COG2814	Sugar efflux transporter
HOBIDPDJ_01607	CDS	420				hypothetical protein
HOBIDPDJ_01608	CDS	381				hypothetical protein
HOBIDPDJ_01609	CDS	1002				hypothetical protein
HOBIDPDJ_01610	CDS	666				hypothetical protein
HOBIDPDJ_01611	tRNA	87				tRNA-Leu(taa)
HOBIDPDJ_01612	tRNA	87				tRNA-Leu(taa)
HOBIDPDJ_01613	tRNA	87				tRNA-Leu(taa)
HOBIDPDJ_01614	tRNA	74				tRNA-Cys(gca)
HOBIDPDJ_01615	tRNA	76				tRNA-Gly(gcc)
HOBIDPDJ_01616	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
HOBIDPDJ_01617	CDS	1833	uvrC		COG0322	UvrABC system protein C
HOBIDPDJ_01618	CDS	660	uvrY		COG2197	Response regulator UvrY
HOBIDPDJ_01619	CDS	606	drgA			Protein DrgA
HOBIDPDJ_01620	CDS	981	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
HOBIDPDJ_01621	CDS	1032	php		COG1735	Phosphotriesterase homology protein
HOBIDPDJ_01622	CDS	966				hypothetical protein
HOBIDPDJ_01623	CDS	738				hypothetical protein
HOBIDPDJ_01624	CDS	1221	RBKS_2	2.7.1.15		Ribokinase
HOBIDPDJ_01625	CDS	486				hypothetical protein
HOBIDPDJ_01626	CDS	1134				hypothetical protein
HOBIDPDJ_01627	CDS	714				hypothetical protein
HOBIDPDJ_01628	CDS	789		1.1.1.47	COG1028	Glucose 1-dehydrogenase
HOBIDPDJ_01629	CDS	501				hypothetical protein
HOBIDPDJ_01630	CDS	408				hypothetical protein
HOBIDPDJ_01631	CDS	258				hypothetical protein
HOBIDPDJ_01632	CDS	693	prtR_1		COG2932	HTH-type transcriptional regulator PrtR
HOBIDPDJ_01633	CDS	624	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
HOBIDPDJ_01634	CDS	777	tupB		COG4662	Tungstate uptake system permease protein TupB
HOBIDPDJ_01635	CDS	756			COG0725	Putative binding protein
HOBIDPDJ_01636	CDS	984	deoR_1		COG2390	Deoxyribonucleoside regulator
HOBIDPDJ_01637	CDS	309	cutA		COG1324	Divalent-cation tolerance protein CutA
HOBIDPDJ_01638	CDS	234				hypothetical protein
HOBIDPDJ_01639	CDS	1053				hypothetical protein
HOBIDPDJ_01640	CDS	780				hypothetical protein
HOBIDPDJ_01641	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
HOBIDPDJ_01642	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
HOBIDPDJ_01643	CDS	1389	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
HOBIDPDJ_01644	CDS	2250				hypothetical protein
HOBIDPDJ_01645	CDS	2169	ptrB	3.4.21.83	COG1770	Protease 2
HOBIDPDJ_01646	CDS	810				hypothetical protein
HOBIDPDJ_01647	CDS	870				hypothetical protein
HOBIDPDJ_01648	CDS	2283	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
HOBIDPDJ_01649	CDS	624	degU		COG2197	Transcriptional regulatory protein DegU
HOBIDPDJ_01650	CDS	534				hypothetical protein
HOBIDPDJ_01651	CDS	372	yffB		COG1393	Protein YffB
HOBIDPDJ_01652	CDS	1131	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
HOBIDPDJ_01653	CDS	669				hypothetical protein
HOBIDPDJ_01654	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
HOBIDPDJ_01655	CDS	540				hypothetical protein
HOBIDPDJ_01656	CDS	873		2.7.1.-	COG3001	putative ketoamine kinase
HOBIDPDJ_01657	CDS	858	mntB_1			Manganese transport system membrane protein MntB
HOBIDPDJ_01658	CDS	912	mntB_2			Manganese transport system membrane protein MntB
HOBIDPDJ_01659	CDS	888	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HOBIDPDJ_01660	CDS	909	yfeA		COG0803	Periplasmic chelated iron-binding protein YfeA
HOBIDPDJ_01661	CDS	702	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
HOBIDPDJ_01662	CDS	735				hypothetical protein
HOBIDPDJ_01663	CDS	597				hypothetical protein
HOBIDPDJ_01664	CDS	348	csaA		COG0073	putative chaperone CsaA
HOBIDPDJ_01665	CDS	687	rhaS_1			HTH-type transcriptional activator RhaS
HOBIDPDJ_01666	CDS	912	fimH_2			Type 1 fimbrin D-mannose specific adhesin
HOBIDPDJ_01667	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
HOBIDPDJ_01668	CDS	339	infC		COG0290	Translation initiation factor IF-3
HOBIDPDJ_01669	CDS	198	rpmI		COG0291	50S ribosomal protein L35
HOBIDPDJ_01670	CDS	357	rplT		COG0292	50S ribosomal protein L20
HOBIDPDJ_01671	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
HOBIDPDJ_01672	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
HOBIDPDJ_01673	CDS	297	ihfA		COG0776	Integration host factor subunit alpha
HOBIDPDJ_01674	CDS	1035	btuC_2		COG4139	Vitamin B12 import system permease protein BtuC
HOBIDPDJ_01675	CDS	750	btuD_3	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
HOBIDPDJ_01676	CDS	1146	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
HOBIDPDJ_01677	CDS	981	arnC_4	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HOBIDPDJ_01678	CDS	1983	arnA			Bifunctional polymyxin resistance protein ArnA
HOBIDPDJ_01679	CDS	894	arnD	3.5.1.-		putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
HOBIDPDJ_01680	CDS	1662	arnT_2	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
HOBIDPDJ_01681	CDS	342	arnE			putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
HOBIDPDJ_01682	CDS	402	arnF			putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
HOBIDPDJ_01683	CDS	597				hypothetical protein
HOBIDPDJ_01684	CDS	1020	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
HOBIDPDJ_01685	CDS	369	rob_3		COG2207	Right origin-binding protein
HOBIDPDJ_01686	CDS	1203	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
HOBIDPDJ_01687	CDS	714	glcC		COG2186	Glc operon transcriptional activator
HOBIDPDJ_01688	CDS	1968				hypothetical protein
HOBIDPDJ_01689	CDS	1035				hypothetical protein
HOBIDPDJ_01690	CDS	513				hypothetical protein
HOBIDPDJ_01691	CDS	1680	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
HOBIDPDJ_01692	CDS	837	budA	4.1.1.5		Alpha-acetolactate decarboxylase
HOBIDPDJ_01693	CDS	264				hypothetical protein
HOBIDPDJ_01694	CDS	519				hypothetical protein
HOBIDPDJ_01695	CDS	2376	yraJ_2		COG3188	Outer membrane usher protein YraJ
HOBIDPDJ_01696	CDS	669	faeE			Chaperone protein FaeE
HOBIDPDJ_01697	CDS	1011				hypothetical protein
HOBIDPDJ_01698	CDS	534				hypothetical protein
HOBIDPDJ_01699	CDS	549				hypothetical protein
HOBIDPDJ_01700	CDS	537				hypothetical protein
HOBIDPDJ_01701	CDS	402				hypothetical protein
HOBIDPDJ_01702	CDS	912				hypothetical protein
HOBIDPDJ_01703	CDS	537				hypothetical protein
HOBIDPDJ_01704	CDS	315				hypothetical protein
HOBIDPDJ_01705	rRNA	92				5S ribosomal RNA (partial)
HOBIDPDJ_01706	CDS	660				hypothetical protein
HOBIDPDJ_01707	CDS	1251				hypothetical protein
HOBIDPDJ_01708	CDS	786	pxpA	3.5.2.9		5-oxoprolinase subunit A
HOBIDPDJ_01709	CDS	102				hypothetical protein
HOBIDPDJ_01710	CDS	1578				hypothetical protein
HOBIDPDJ_01711	CDS	1746	carB_1			Carbamoyl-phosphate synthase large chain
HOBIDPDJ_01712	CDS	798				hypothetical protein
HOBIDPDJ_01713	CDS	276				hypothetical protein
HOBIDPDJ_01714	CDS	1389	moaA_1			GTP 3',8-cyclase
HOBIDPDJ_01715	CDS	1110	moaA_2			GTP 3',8-cyclase
HOBIDPDJ_01716	CDS	549				hypothetical protein
HOBIDPDJ_01717	CDS	231				hypothetical protein
HOBIDPDJ_01718	CDS	441				hypothetical protein
HOBIDPDJ_01719	CDS	903	hdfR_3			HTH-type transcriptional regulator HdfR
HOBIDPDJ_01720	CDS	663	narL		COG2197	Nitrate/nitrite response regulator protein NarL
HOBIDPDJ_01721	CDS	1830	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
HOBIDPDJ_01722	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
HOBIDPDJ_01723	CDS	3762	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
HOBIDPDJ_01724	CDS	1554	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
HOBIDPDJ_01725	CDS	729	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
HOBIDPDJ_01726	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
HOBIDPDJ_01727	CDS	1194	hmo	1.1.3.46		4-hydroxymandelate oxidase
HOBIDPDJ_01728	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
HOBIDPDJ_01729	CDS	420	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
HOBIDPDJ_01730	CDS	1677	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
HOBIDPDJ_01731	CDS	888				hypothetical protein
HOBIDPDJ_01732	CDS	1614	hyfR		COG3604	DNA-binding transcriptional activator HyfR
HOBIDPDJ_01733	CDS	558	hyfA_1	1.-.-.-	COG1142	Hydrogenase-4 component A
HOBIDPDJ_01734	CDS	342	hybF		COG0375	Hydrogenase maturation factor HybF
HOBIDPDJ_01735	CDS	291				hypothetical protein
HOBIDPDJ_01736	CDS	315	gdx		COG2076	Guanidinium exporter
HOBIDPDJ_01737	CDS	360	frdD		COG3080	Fumarate reductase subunit D
HOBIDPDJ_01738	CDS	396	frdC		COG3029	Fumarate reductase subunit C
HOBIDPDJ_01739	CDS	738	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
HOBIDPDJ_01740	CDS	1797	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
HOBIDPDJ_01741	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
HOBIDPDJ_01742	CDS	1080	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
HOBIDPDJ_01743	CDS	1353	glpT		COG2271	Glycerol-3-phosphate transporter
HOBIDPDJ_01744	CDS	1659	glpA	1.1.5.3	COG0578	Anaerobic glycerol-3-phosphate dehydrogenase subunit A
HOBIDPDJ_01745	CDS	1308	glpB	1.1.5.3	COG3075	Anaerobic glycerol-3-phosphate dehydrogenase subunit B
HOBIDPDJ_01746	CDS	1194	glpC		COG0247	Anaerobic glycerol-3-phosphate dehydrogenase subunit C
HOBIDPDJ_01747	CDS	1104	dhaD	1.1.1.6		Glycerol dehydrogenase
HOBIDPDJ_01748	CDS	675	yhhQ		COG1738	Queuosine precursor transporter
HOBIDPDJ_01749	CDS	255	tusA		COG0425	Sulfur carrier protein TusA
HOBIDPDJ_01750	CDS	597				hypothetical protein
HOBIDPDJ_01751	CDS	582				hypothetical protein
HOBIDPDJ_01752	CDS	399				hypothetical protein
HOBIDPDJ_01753	CDS	3030				hypothetical protein
HOBIDPDJ_01754	CDS	1002				hypothetical protein
HOBIDPDJ_01755	CDS	249	cim			Cloacin immunity protein
HOBIDPDJ_01756	CDS	150				hypothetical protein
HOBIDPDJ_01757	CDS	219				hypothetical protein
HOBIDPDJ_01758	CDS	285				hypothetical protein
HOBIDPDJ_01759	CDS	165	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
HOBIDPDJ_01760	CDS	393				hypothetical protein
HOBIDPDJ_01761	CDS	1653				hypothetical protein
HOBIDPDJ_01762	CDS	864				hypothetical protein
HOBIDPDJ_01763	CDS	306				hypothetical protein
HOBIDPDJ_01764	CDS	1128				hypothetical protein
HOBIDPDJ_01765	CDS	243				hypothetical protein
HOBIDPDJ_01766	CDS	660	lexA_1	3.4.21.88		LexA repressor
HOBIDPDJ_01767	CDS	1074				hypothetical protein
HOBIDPDJ_01768	CDS	399				hypothetical protein
HOBIDPDJ_01769	CDS	261				hypothetical protein
HOBIDPDJ_01770	CDS	258				hypothetical protein
HOBIDPDJ_01771	CDS	273				hypothetical protein
HOBIDPDJ_01772	CDS	207				hypothetical protein
HOBIDPDJ_01773	CDS	1023				hypothetical protein
HOBIDPDJ_01774	CDS	990				hypothetical protein
HOBIDPDJ_01775	CDS	603				hypothetical protein
HOBIDPDJ_01776	CDS	111				hypothetical protein
HOBIDPDJ_01777	CDS	465				hypothetical protein
HOBIDPDJ_01778	CDS	582				hypothetical protein
HOBIDPDJ_01779	CDS	504				hypothetical protein
HOBIDPDJ_01780	CDS	165	icd_2	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
HOBIDPDJ_01781	CDS	159				hypothetical protein
HOBIDPDJ_01782	CDS	1206				hypothetical protein
HOBIDPDJ_01783	CDS	1125				hypothetical protein
HOBIDPDJ_01784	CDS	213	cspA_1		COG1278	Cold shock protein CspA
HOBIDPDJ_01785	CDS	459	ibpB			Small heat shock protein IbpB
HOBIDPDJ_01786	CDS	462				hypothetical protein
HOBIDPDJ_01787	CDS	375				hypothetical protein
HOBIDPDJ_01788	CDS	849	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
HOBIDPDJ_01789	CDS	198				hypothetical protein
HOBIDPDJ_01790	CDS	543	udk_1	2.7.1.48		Uridine kinase
HOBIDPDJ_01791	CDS	240				hypothetical protein
HOBIDPDJ_01792	CDS	642	ybdM		COG1475	putative protein YbdM
HOBIDPDJ_01793	CDS	1227	cysH_2	1.8.4.8		Phosphoadenosine phosphosulfate reductase
HOBIDPDJ_01794	CDS	663				hypothetical protein
HOBIDPDJ_01795	CDS	357				hypothetical protein
HOBIDPDJ_01796	CDS	171				hypothetical protein
HOBIDPDJ_01797	CDS	996				hypothetical protein
HOBIDPDJ_01798	CDS	177				hypothetical protein
HOBIDPDJ_01799	CDS	222				hypothetical protein
HOBIDPDJ_01800	CDS	282				hypothetical protein
HOBIDPDJ_01801	CDS	414				hypothetical protein
HOBIDPDJ_01802	CDS	243				hypothetical protein
HOBIDPDJ_01803	CDS	561				hypothetical protein
HOBIDPDJ_01804	CDS	198				hypothetical protein
HOBIDPDJ_01805	CDS	777	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
HOBIDPDJ_01806	CDS	384				hypothetical protein
HOBIDPDJ_01807	CDS	864	lips	3.1.1.3		Triacylglycerol lipase
HOBIDPDJ_01808	CDS	432				hypothetical protein
HOBIDPDJ_01809	CDS	531	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
HOBIDPDJ_01810	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
HOBIDPDJ_01811	CDS	621	yigZ		COG1739	IMPACT family member YigZ
HOBIDPDJ_01812	CDS	1335	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
HOBIDPDJ_01813	CDS	2181	fadB		COG1024	Fatty acid oxidation complex subunit alpha
HOBIDPDJ_01814	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
HOBIDPDJ_01815	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
HOBIDPDJ_01816	CDS	1473	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
HOBIDPDJ_01817	CDS	726	pepE	3.4.13.21	COG3340	Peptidase E
HOBIDPDJ_01818	CDS	501	rfaH		COG0250	Transcription antitermination protein RfaH
HOBIDPDJ_01819	CDS	786	tatC		COG0805	Sec-independent protein translocase protein TatC
HOBIDPDJ_01820	CDS	531	tatB			Sec-independent protein translocase protein TatB
HOBIDPDJ_01821	CDS	267	tatA		COG1826	Sec-independent protein translocase protein TatA
HOBIDPDJ_01822	CDS	1638	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
HOBIDPDJ_01823	CDS	642	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
HOBIDPDJ_01824	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
HOBIDPDJ_01825	CDS	1341				hypothetical protein
HOBIDPDJ_01826	CDS	531	yabI		COG0586	Inner membrane protein YabI
HOBIDPDJ_01827	CDS	783				hypothetical protein
HOBIDPDJ_01828	CDS	759	udp	2.4.2.3	COG2820	Uridine phosphorylase
HOBIDPDJ_01829	CDS	393				hypothetical protein
HOBIDPDJ_01830	CDS	813				hypothetical protein
HOBIDPDJ_01831	CDS	2274	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
HOBIDPDJ_01832	CDS	954	metR			HTH-type transcriptional regulator MetR
HOBIDPDJ_01833	CDS	873	bioP		COG0697	Biotin transporter
HOBIDPDJ_01834	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
HOBIDPDJ_01835	CDS	504	aaaT	2.3.1.-	COG0454	L-amino acid N-acetyltransferase AaaT
HOBIDPDJ_01836	CDS	1347	ghxQ		COG2252	Guanine/hypoxanthine permease GhxQ
HOBIDPDJ_01837	CDS	1188	ycaD_1			putative MFS-type transporter YcaD
HOBIDPDJ_01838	CDS	579	sutR_1		COG1396	HTH-type transcriptional regulator SutR
HOBIDPDJ_01839	CDS	897	czcD			Metal cation efflux system protein CzcD
HOBIDPDJ_01840	CDS	285	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
HOBIDPDJ_01841	CDS	1695	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
HOBIDPDJ_01842	CDS	99				hypothetical protein
HOBIDPDJ_01843	CDS	789				hypothetical protein
HOBIDPDJ_01844	CDS	852	murR_1		COG1737	HTH-type transcriptional regulator MurR
HOBIDPDJ_01845	CDS	1365				PTS system EIIBC component
HOBIDPDJ_01846	CDS	915	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
HOBIDPDJ_01847	CDS	921	rbsK_2	2.7.1.15		Ribokinase
HOBIDPDJ_01848	CDS	669	deoC_1	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
HOBIDPDJ_01849	CDS	777	deoR_2		COG1349	Deoxyribose operon repressor
HOBIDPDJ_01850	CDS	1137	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
HOBIDPDJ_01851	CDS	612	prfA_1		COG0216	Peptide chain release factor 1
HOBIDPDJ_01852	CDS	255				hypothetical protein
HOBIDPDJ_01853	CDS	450				hypothetical protein
HOBIDPDJ_01854	CDS	2100				hypothetical protein
HOBIDPDJ_01855	CDS	432				hypothetical protein
HOBIDPDJ_01856	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
HOBIDPDJ_01857	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
HOBIDPDJ_01858	CDS	279				hypothetical protein
HOBIDPDJ_01859	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HOBIDPDJ_01860	CDS	876	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
HOBIDPDJ_01861	CDS	639	lolB		COG3017	Outer-membrane lipoprotein LolB
HOBIDPDJ_01862	CDS	1263	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
HOBIDPDJ_01863	CDS	1083	prfA_2		COG0216	Peptide chain release factor RF1
HOBIDPDJ_01864	CDS	849	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
HOBIDPDJ_01865	CDS	816				hypothetical protein
HOBIDPDJ_01866	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
HOBIDPDJ_01867	CDS	930				hypothetical protein
HOBIDPDJ_01868	CDS	279				hypothetical protein
HOBIDPDJ_01869	CDS	525				hypothetical protein
HOBIDPDJ_01870	CDS	1701	dauA		COG0659	C4-dicarboxylic acid transporter DauA
HOBIDPDJ_01871	tRNA	88				tRNA-Ser(gga)
HOBIDPDJ_01872	CDS	942	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
HOBIDPDJ_01873	CDS	2862				hypothetical protein
HOBIDPDJ_01874	CDS	609				hypothetical protein
HOBIDPDJ_01875	CDS	558	ycdY		COG3381	Chaperone protein YcdY
HOBIDPDJ_01876	CDS	555	yceB			putative lipoprotein YceB
HOBIDPDJ_01877	CDS	1203	mdtH			Multidrug resistance protein MdtH
HOBIDPDJ_01878	CDS	582	rimJ_1	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
